# Data acquisitions by iteration (iter npts x y)
  0.0000000000E+00  1.0000000000E+00       5.0000000000E-01 -1.4100000000E+01 -1.9740000000E+01 -1.8000000000E+02 -1.8000000000E+02 -1.8000000000E+02 -1.8000000000E+02 -1.8000000000E+02 -2.3190284572E+03
  0.0000000000E+00  2.0000000000E+00       2.5000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -2.3462879182E+03
  0.0000000000E+00  3.0000000000E+00       3.5000000000E+00 -7.0500000000E+00 -9.8700000000E+00 -9.0000000000E+01  9.0000000000E+01  9.0000000000E+01 -9.0000000000E+01  9.0000000000E+01 -1.9605447452E+03
  0.0000000000E+00  4.0000000000E+00       1.5000000000E+00  7.0500000000E+00  9.8700000000E+00  9.0000000000E+01 -9.0000000000E+01 -9.0000000000E+01  9.0000000000E+01 -9.0000000000E+01 -1.9452825988E+03
  0.0000000000E+00  5.0000000000E+00       2.0000000000E+00 -3.5250000000E+00  4.9350000000E+00  1.3500000000E+02 -4.5000000000E+01 -1.3500000000E+02 -4.5000000000E+01  1.3500000000E+02 -2.3395090281E+03
  0.0000000000E+00  6.0000000000E+00       4.0000000000E+00  1.0575000000E+01 -1.4805000000E+01 -4.5000000000E+01  1.3500000000E+02  4.5000000000E+01  1.3500000000E+02 -4.5000000000E+01 -2.3397144045E+03
  0.0000000000E+00  7.0000000000E+00       3.0000000000E+00 -1.0575000000E+01  1.4805000000E+01  4.5000000000E+01  4.5000000000E+01  1.3500000000E+02 -1.3500000000E+02 -1.3500000000E+02 -2.3398298311E+03
  0.0000000000E+00  8.0000000000E+00       1.0000000000E+00  3.5250000000E+00 -4.9350000000E+00 -1.3500000000E+02 -1.3500000000E+02 -4.5000000000E+01  4.5000000000E+01  4.5000000000E+01 -2.3331094345E+03
  0.0000000000E+00  9.0000000000E+00       1.2500000000E+00 -5.2875000000E+00  1.7272500000E+01 -2.2500000000E+01  2.2500000000E+01 -6.7500000000E+01 -2.2500000000E+01  1.5750000000E+02 -2.3404116622E+03
  0.0000000000E+00  1.0000000000E+01       3.2500000000E+00  8.8125000000E+00 -2.4675000000E+00  1.5750000000E+02 -1.5750000000E+02  1.1250000000E+02  1.5750000000E+02 -2.2500000000E+01 -2.3461976348E+03
  1.0000000000E+00  1.1000000000E+01       2.9943913481E+00  6.9534503052E-02 -5.5621239857E+00 -1.3784329556E+01  8.5764650727E+00  7.2496824534E+00  1.0436337625E+01  3.2771205472E+01 -2.3463075727E+03
  2.0000000000E+00  1.2000000000E+01       3.4397389560E+00 -3.6003096235E-01 -6.1319387230E+00  1.2242187610E+01 -1.4614967671E+01 -1.6406054371E+01 -6.3547308677E+00 -1.4611186452E+01 -2.3462945094E+03
  3.0000000000E+00  1.3000000000E+01       2.3843150453E+00  1.0321470296E+01 -8.0553031763E+00  1.4216218730E+02 -1.4678074838E+02  1.3703171784E+02  1.5245700811E+02 -5.6212630926E+01 -2.3440691800E+03
  4.0000000000E+00  1.4000000000E+01       3.0750904033E+00  4.8044167976E+00 -4.4393763309E+00  1.7501250687E+01 -6.8241121514E+00  8.3334688274E+00  2.1797159018E+01 -6.1479056783E+00 -2.3462928091E+03
  5.0000000000E+00  1.5000000000E+01       3.9461144140E+00  1.8813443962E+00  6.1438673711E-01 -2.7544835812E+01 -1.1799653803E+01 -1.2363741593E+01  2.5583382072E+01 -1.2641404137E+00 -2.3460464001E+03
  6.0000000000E+00  1.6000000000E+01       3.6373098387E+00  3.9478740698E+00 -3.8352788471E-01  5.5731989336E+00 -1.7090024128E+01 -5.6006884001E+00 -3.1982792493E+01  4.2404036580E+01 -2.3462889787E+03
  7.0000000000E+00  1.7000000000E+01       3.2988161464E+00  4.5329947849E-01 -2.1059686740E+00 -5.8585362484E+00 -6.0927513044E+01  3.4375544244E+01  9.3453374140E+00  1.9753024570E+01 -2.3289093133E+03
  8.0000000000E+00  1.8000000000E+01       4.1258942393E+00 -4.1163174441E-01  1.2735344288E+00  4.1611837171E+01  1.8362311574E+01  3.2985223012E+01  1.0155661812E+01  1.5104900567E+01 -2.3439022474E+03
  9.0000000000E+00  1.9000000000E+01       3.3757818947E+00  3.5615551838E-01  2.5659887340E-01  4.9650182534E+01 -2.2022753800E+01 -3.7906853873E+01  4.3640601740E+01  5.8939453962E+01 -2.3410139760E+03
