# Data acquisitions by iteration (iter npts x y)
  0.0000000000E+00  1.0000000000E+00       5.0000000000E-01 -1.4100000000E+01 -1.9740000000E+01 -1.8000000000E+02 -1.8000000000E+02 -1.8000000000E+02 -1.8000000000E+02 -1.8000000000E+02 -1.7402545939E+08
  0.0000000000E+00  2.0000000000E+00       2.5000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00  0.0000000000E+00 -1.7402548632E+08
  0.0000000000E+00  3.0000000000E+00       3.5000000000E+00 -7.0500000000E+00 -9.8700000000E+00 -9.0000000000E+01  9.0000000000E+01  9.0000000000E+01 -9.0000000000E+01  9.0000000000E+01 -1.7402520536E+08
  0.0000000000E+00  4.0000000000E+00       1.5000000000E+00  7.0500000000E+00  9.8700000000E+00  9.0000000000E+01 -9.0000000000E+01 -9.0000000000E+01  9.0000000000E+01 -9.0000000000E+01 -1.7402520795E+08
  0.0000000000E+00  5.0000000000E+00       2.0000000000E+00 -3.5250000000E+00  4.9350000000E+00  1.3500000000E+02 -4.5000000000E+01 -1.3500000000E+02 -4.5000000000E+01  1.3500000000E+02 -1.7402547932E+08
  0.0000000000E+00  6.0000000000E+00       4.0000000000E+00  1.0575000000E+01 -1.4805000000E+01 -4.5000000000E+01  1.3500000000E+02  4.5000000000E+01  1.3500000000E+02 -4.5000000000E+01 -1.7402547974E+08
  0.0000000000E+00  7.0000000000E+00       3.0000000000E+00 -1.0575000000E+01  1.4805000000E+01  4.5000000000E+01  4.5000000000E+01  1.3500000000E+02 -1.3500000000E+02 -1.3500000000E+02 -1.7402547966E+08
  0.0000000000E+00  8.0000000000E+00       1.0000000000E+00  3.5250000000E+00 -4.9350000000E+00 -1.3500000000E+02 -1.3500000000E+02 -4.5000000000E+01  4.5000000000E+01  4.5000000000E+01 -1.7402547398E+08
  0.0000000000E+00  9.0000000000E+00       1.2500000000E+00 -5.2875000000E+00  1.7272500000E+01 -2.2500000000E+01  2.2500000000E+01 -6.7500000000E+01 -2.2500000000E+01  1.5750000000E+02 -1.7402548069E+08
  0.0000000000E+00  1.0000000000E+01       3.2500000000E+00  8.8125000000E+00 -2.4675000000E+00  1.5750000000E+02 -1.5750000000E+02  1.1250000000E+02  1.5750000000E+02 -2.2500000000E+01 -1.7402548645E+08
  1.0000000000E+00  1.1000000000E+01       2.2662318346E+00  2.4595700372E-01  1.6309751749E+00 -6.1240481821E+00  1.8419812162E+01  3.8110967302E+01  3.7381553067E+01 -1.8622398828E+01 -1.7402548618E+08
  2.0000000000E+00  1.2000000000E+01       2.9058489712E+00  2.3512898389E-01 -1.1959255588E+00 -4.0458534838E-01  5.2764468452E+01  2.4535704785E-01  1.0843780168E+01 -3.4918178313E+01 -1.7402547861E+08
  3.0000000000E+00  1.3000000000E+01       1.4351913828E+00 -8.7775911470E-01  8.8284457463E+00  1.6116991758E+02 -3.3892946096E+01 -1.5733472696E+02 -2.0934654588E+01  1.0108300802E+02 -1.7402548464E+08
  4.0000000000E+00  1.4000000000E+01       2.0466443629E+00 -3.4625585351E+00  8.2451552973E+00  1.6486418046E+02  1.6697681781E+01 -1.1434705445E+02 -4.6465017590E+01  1.0356263670E+02 -1.7402548645E+08
  5.0000000000E+00  1.5000000000E+01       2.2613831217E+00 -2.2018466199E+00  7.7387688647E-01  2.9489776417E+01  3.1574499398E+01 -2.6313783114E+01  6.2644968575E+01 -5.3964130450E+00 -1.7402548364E+08
  6.0000000000E+00  1.6000000000E+01       1.2531773594E+00 -5.3320461137E+00  8.2615087332E+00  1.2688983743E+02  1.8310913566E+01 -1.4571022279E+02  1.0634635018E+01  1.2532711639E+02 -1.7402547169E+08
  7.0000000000E+00  1.7000000000E+01       2.7985815619E+00 -2.5398338036E+00  7.5842665424E+00 -9.9540334423E+00  2.2666693000E+01 -2.5676000973E+01  2.0190113071E+01 -3.1310729020E+01 -1.7402548650E+08
  8.0000000000E+00  1.8000000000E+01       1.8854547797E+00  2.8499409055E+00  5.8958980139E+00 -6.7319665182E+00  6.6920873060E+01 -4.1053901941E+01  2.4825196749E+01  3.1515549474E+00 -1.7402544784E+08
