# Convergence measures by iteration (iter npts dx_glmin abs(dmu_glmin)/yrange)
  1.0000000000E+00  1.1000000000E+01  0.0000000000E+00  0.0000000000E+00
  2.0000000000E+00  1.2000000000E+01  0.0000000000E+00  0.0000000000E+00
  3.0000000000E+00  1.3000000000E+01  0.0000000000E+00  0.0000000000E+00
  4.0000000000E+00  1.4000000000E+01  2.9287462795E+02  3.0735020672E-02
  5.0000000000E+00  1.5000000000E+01  2.5951984552E+02  4.4828323996E-03
  6.0000000000E+00  1.6000000000E+01  6.4477588222E+00  4.3362868108E-03
  7.0000000000E+00  1.7000000000E+01  2.4794087181E+02  1.3035299640E-02
  8.0000000000E+00  1.8000000000E+01  2.3629121630E+00  1.7730794207E-03
  9.0000000000E+00  1.9000000000E+01  1.4240588872E+01  6.4376553002E-03
  1.0000000000E+01  2.0000000000E+01  1.4928229360E+01  6.7999488867E-03
  1.1000000000E+01  2.1000000000E+01  8.4161258745E+00  1.4602890834E-03
  1.2000000000E+01  2.2000000000E+01  1.2976223872E+01  2.0238339401E-03
  1.3000000000E+01  2.3000000000E+01  8.8037527049E+00  2.4087186943E-03
  1.4000000000E+01  2.4000000000E+01  1.7166851358E+01  1.0852838838E-04
  1.5000000000E+01  2.5000000000E+01  4.5797501349E+00  2.2796784475E-03
  1.6000000000E+01  2.6000000000E+01  5.2399184623E+00  2.1782002054E-03
  1.7000000000E+01  2.7000000000E+01  1.1927107441E+01  1.4814965537E-03
  1.8000000000E+01  2.8000000000E+01  2.6402972415E+00  1.7625591653E-03
  1.9000000000E+01  2.9000000000E+01  9.1081805764E+00  4.0877236555E-03
  2.0000000000E+01  3.0000000000E+01  3.6814915050E+00  2.3526139165E-03
  2.1000000000E+01  3.1000000000E+01  6.0855337869E+00  6.3723947773E-03
  2.2000000000E+01  3.2000000000E+01  7.6099482140E+00  2.2180087745E-03
  2.3000000000E+01  3.3000000000E+01  1.0661997636E+00  1.3732074210E-03
  2.4000000000E+01  3.4000000000E+01  8.3473717831E+00  2.6847088090E-03
  2.5000000000E+01  3.5000000000E+01  7.8350154234E+00  6.3640219931E-04
  2.6000000000E+01  3.6000000000E+01  5.8429281035E+00  2.0523904939E-03
  2.7000000000E+01  3.7000000000E+01  2.0468923093E+01  3.1228273782E-03
  2.8000000000E+01  3.8000000000E+01  1.2682799616E+01  9.7249320300E-04
  2.9000000000E+01  3.9000000000E+01  6.6044151916E+00  1.6875426909E-03
  3.0000000000E+01  4.0000000000E+01  3.9413466787E+00  1.7143855504E-03
  3.1000000000E+01  4.1000000000E+01  1.1557121844E+01  8.6830035727E-03
  3.2000000000E+01  4.2000000000E+01  3.5636244631E+01  2.0056131911E-03
  3.3000000000E+01  4.3000000000E+01  7.1416481562E+00  2.0612501640E-03
  3.4000000000E+01  4.4000000000E+01  8.6248187886E+00  1.7619425280E-03
  3.5000000000E+01  4.5000000000E+01  9.1926233840E+00  2.7639960563E-03
  3.6000000000E+01  4.6000000000E+01  3.7463213225E+00  1.6505221877E-03
  3.7000000000E+01  4.7000000000E+01  4.8576910559E+00  1.4595510690E-03
  3.8000000000E+01  4.8000000000E+01  3.2112203079E+00  3.6289764092E-03
  3.9000000000E+01  4.9000000000E+01  3.8307637933E+00  5.2081852329E-03
  4.0000000000E+01  5.0000000000E+01  3.5210899883E+00  4.6285947659E-03
  4.1000000000E+01  5.1000000000E+01  1.5558599424E+02  3.5780741660E-02
  4.2000000000E+01  5.2000000000E+01  1.5520989614E+00  4.7349746230E-04
  4.3000000000E+01  5.3000000000E+01  9.1154678435E-01  4.4650184804E-05
  4.4000000000E+01  5.4000000000E+01  1.6095991547E+01  4.6563802315E-03
  4.5000000000E+01  5.5000000000E+01  1.2546493509E+01  7.7107002448E-04
  4.6000000000E+01  5.6000000000E+01  2.8356289345E+00  1.3714415154E-03
  4.7000000000E+01  5.7000000000E+01  2.6717479545E+01  4.0476763699E-03
  4.8000000000E+01  5.8000000000E+01  1.6840529838E+01  6.3975520272E-03
  4.9000000000E+01  5.9000000000E+01  2.5612050052E+00  2.4993423805E-04
  5.0000000000E+01  6.0000000000E+01  1.7667950856E+01  1.6805634373E-03
  5.1000000000E+01  6.1000000000E+01  4.1550284945E+00  1.9034882802E-03
  5.2000000000E+01  6.2000000000E+01  5.4734544200E+00  2.7641399561E-05
  5.3000000000E+01  6.3000000000E+01  1.2111716042E+01  6.8208106269E-04
  5.4000000000E+01  6.4000000000E+01  2.0786846336E+01  1.5922165471E-03
  5.5000000000E+01  6.5000000000E+01  3.3288653340E+01  1.0958738696E-02
  5.6000000000E+01  6.6000000000E+01  5.4203751091E-01  2.0868036955E-04
  5.7000000000E+01  6.7000000000E+01  3.8920994721E+00  1.4462221396E-03
